id,Random Forest Classification,Classification Tree,AdaBoost,kNN,Classification Tree,Ibra,Rattle Tree,Forrest,Gini Classification Tree,Random Forest Classification,kNN,Classification Tree
27297,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
26753,functional,functional needs repair,functional needs repair,non functional,functional needs repair,functional,functional,functional,functional needs repair,functional,non functional,functional needs repair
29672,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
49458,non functional,non functional,non functional,functional,non functional,functional,functional,functional,functional,non functional,functional,non functional
5596,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
12747,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
17935,non functional,functional,functional,functional,functional,non functional,non functional,functional needs repair,non functional,non functional,functional,functional
34361,non functional,functional needs repair,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
19181,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
56153,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
20599,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
29967,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
68398,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
18245,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
57407,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
8234,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
44775,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
69030,functional needs repair,functional needs repair,functional,functional,functional,functional,functional,functional needs repair,functional needs repair,functional,non functional,functional
39122,non functional,non functional,functional needs repair,functional,functional needs repair,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair
46966,functional,non functional,non functional,non functional,non functional,non functional,functional,functional,functional,functional,functional,non functional
40949,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
47528,non functional,functional,functional,non functional,functional,functional,non functional,non functional,functional,functional,non functional,functional
16717,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
4499,functional,functional,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
53922,functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
324,non functional,non functional,functional,functional,functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,functional
54597,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
51029,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
59845,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
19328,functional needs repair,non functional,non functional,functional,non functional,functional,non functional,functional needs repair,non functional,functional,functional,non functional
44516,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
72333,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
32788,functional needs repair,functional,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional
2655,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair
25850,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
49814,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional
25897,functional,functional needs repair,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
26769,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
68324,functional needs repair,non functional,non functional,non functional,non functional,functional,functional,functional needs repair,functional,non functional,functional,non functional
21148,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
71091,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
61966,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
17994,non functional,functional,functional,functional,functional,non functional,non functional,non functional,non functional,non functional,functional,functional
40411,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
5470,non functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,non functional,non functional,functional needs repair,non functional,functional needs repair,functional needs repair
58797,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
58524,functional,functional,functional,functional,functional,non functional,non functional,non functional,functional,non functional,functional,functional
63166,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
23946,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
64024,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
2003,functional,functional,functional,functional,functional,non functional,functional,non functional,functional,functional,non functional,functional
2053,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
24762,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
9002,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
73027,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional,functional needs repair,non functional
71094,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
69653,functional,functional,functional,functional,functional,non functional,non functional,functional,functional,functional,functional,functional
36703,functional,functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional,functional
46114,non functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional,functional,non functional
5887,functional,non functional,non functional,functional,non functional,non functional,non functional,functional,functional,non functional,functional,non functional
7380,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
38522,functional,non functional,non functional,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional
28841,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair
39777,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
71093,non functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
26440,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
49676,non functional,non functional,non functional,non functional,non functional,functional,functional,functional,functional,non functional,functional,non functional
15942,functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,functional,functional,non functional,non functional
12583,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
51254,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
72092,functional,functional,non functional,non functional,non functional,functional,functional,functional,functional,functional,non functional,non functional
42333,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
39340,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
27026,functional needs repair,functional,functional,non functional,functional,functional,non functional,functional,functional,functional,functional,functional
16713,functional,functional,functional,functional,functional,functional,functional,non functional,non functional,functional,non functional,functional
36167,functional,functional needs repair,functional needs repair,functional,functional needs repair,functional,non functional,non functional,non functional,non functional,functional,functional needs repair
28528,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
62788,non functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional,non functional,functional
30412,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
34088,functional,functional needs repair,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
9938,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
28683,functional,functional,functional,non functional,functional,non functional,functional,functional,non functional,functional,functional,functional
70837,non functional,non functional,non functional,functional,non functional,functional,functional,non functional,non functional,non functional,functional,non functional
59221,functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
9356,functional,functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional,functional
61747,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
23679,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
13,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
38836,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
60482,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
26273,non functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
34791,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
18549,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
46422,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
40033,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
9212,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,functional,functional,non functional,non functional
65977,functional,functional,functional,non functional,functional,functional,functional,functional,non functional,functional,non functional,functional
57512,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
4954,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
4124,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
49162,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,non functional,functional
29784,non functional,functional,non functional,functional,non functional,non functional,functional,functional,functional,functional,functional,non functional
2370,non functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
18853,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional
63999,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
34865,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
61892,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
3336,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
37538,functional,functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional
51955,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional
60757,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
18774,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
57855,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional,functional,non functional
42919,functional,functional,functional,non functional,functional,functional,functional,functional,functional,non functional,non functional,functional
54874,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
42338,functional,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional,functional
60898,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
59275,functional,functional,functional,non functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
27598,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
54119,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional
10335,functional,functional,functional,non functional,functional,functional,non functional,functional,non functional,functional,non functional,functional
69180,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional
66078,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
35942,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
61807,functional needs repair,non functional,non functional,functional,non functional,non functional,non functional,non functional,functional needs repair,non functional,functional,non functional
26827,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
26949,non functional,non functional,functional,functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional
52753,non functional,functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional,functional,functional
40967,functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,functional,non functional
13907,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
42922,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional needs repair
11730,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
68874,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
18798,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional needs repair,functional needs repair,non functional,functional needs repair,functional needs repair,non functional,functional needs repair
10850,non functional,functional,non functional,functional,non functional,non functional,functional,functional,non functional,non functional,functional,non functional
20450,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
28042,non functional,non functional,non functional,non functional,non functional,functional,functional,non functional,functional,functional,functional,non functional
49972,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
60893,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
11772,functional,functional,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
2002,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
22122,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
11911,functional,non functional,non functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional,non functional
16789,functional,functional,functional,non functional,functional,functional,functional,functional,non functional,functional,functional,functional
53602,functional,functional,functional,non functional,functional,functional,non functional,non functional,functional,functional,non functional,functional
49350,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
52936,functional,non functional,functional needs repair,functional,functional needs repair,non functional,functional,functional,non functional,functional,non functional,functional needs repair
14161,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
58271,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
38057,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
10240,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
58631,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
51759,non functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
10451,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
1680,functional,functional,functional,functional,functional,functional,non functional,functional needs repair,functional,functional,non functional,functional
58837,functional,non functional,functional needs repair,non functional,functional needs repair,functional,functional,functional needs repair,functional,functional,functional,functional needs repair
26677,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
33360,non functional,non functional,non functional,functional,non functional,functional,non functional,functional,functional,non functional,functional,non functional
16390,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
53822,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
1320,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
53159,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
35873,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
67046,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional
39292,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
55236,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,functional,functional,non functional
7810,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
70305,functional,non functional,non functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional,non functional
31485,non functional,functional needs repair,functional,functional,functional,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional,functional
46501,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
53670,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
18666,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
24747,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
188,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
32525,non functional,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,functional needs repair,functional,functional needs repair
11620,functional,non functional,non functional,functional,non functional,functional,functional,non functional,functional,non functional,functional,non functional
31462,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,non functional,functional
50710,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
32449,non functional,non functional,functional,non functional,functional,functional,functional,functional,functional,non functional,non functional,functional
12606,functional,functional,non functional,functional,non functional,functional,functional needs repair,non functional,functional,functional,functional,non functional
50260,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
12108,functional,functional,functional,functional,functional,non functional,functional needs repair,non functional,functional,functional,functional needs repair,functional
43046,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
61411,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
57545,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
26024,non functional,functional,functional,functional,functional,functional needs repair,non functional,functional needs repair,functional,functional needs repair,non functional,functional
65591,non functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,functional,functional,non functional
2338,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional,non functional,functional,non functional
6568,non functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional,functional,functional needs repair,non functional
66489,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
955,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
4901,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
29918,functional,functional,functional,functional,functional,functional,non functional,functional,functional,non functional,functional,functional
59033,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
15419,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
50697,functional needs repair,functional,functional needs repair,functional,functional needs repair,functional,functional,functional needs repair,functional,functional,functional,functional needs repair
15735,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
68046,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
32587,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
29620,functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional,non functional,functional,non functional
71148,functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
42965,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
60594,functional,non functional,non functional,non functional,non functional,functional,functional,functional,non functional,functional,non functional,non functional
7569,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,functional needs repair,non functional
7181,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
53810,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
39814,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
8777,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
13975,non functional,functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional
58025,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional
40433,functional,functional,non functional,functional,non functional,functional,functional,non functional,functional,functional,non functional,non functional
23502,non functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional,functional
4719,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
36258,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,functional,functional,non functional
56110,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
56055,functional,functional,functional needs repair,functional,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair
3310,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
70170,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
47013,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
25407,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
68954,functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,non functional,functional,non functional,functional,functional,functional needs repair
34563,functional needs repair,functional,non functional,functional,non functional,functional,functional,non functional,non functional,functional,functional,non functional
63754,non functional,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
45483,non functional,non functional,non functional,non functional,non functional,functional,functional,functional needs repair,functional,functional,functional,non functional
43435,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional needs repair,functional
15087,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
41666,non functional,functional,functional,non functional,functional,functional,functional,non functional,functional,functional,functional,functional
44817,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
56284,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
59408,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
42029,non functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,non functional,functional
62750,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
43865,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional
63974,non functional,functional,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional
60798,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
49768,functional,functional,functional,non functional,functional,functional,non functional,functional,functional,functional,functional,functional
19138,functional needs repair,functional,functional,functional,functional,functional,non functional,functional needs repair,non functional,functional,non functional,functional
15870,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional
31318,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
67696,functional,functional,non functional,functional,non functional,functional,functional needs repair,functional needs repair,functional,non functional,functional,non functional
47688,functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,functional,functional needs repair,functional,functional,functional,functional needs repair
54254,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
7444,functional needs repair,functional needs repair,functional,functional,functional,functional,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional,functional
44459,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
53976,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
70101,non functional,non functional,non functional,non functional,non functional,functional,functional,functional,functional,functional,non functional,non functional
25002,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
27243,non functional,non functional,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,functional,non functional
72115,functional,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional,functional
57830,functional needs repair,functional,functional,functional,functional,functional,functional,functional needs repair,functional,functional,non functional,functional
34661,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,non functional,functional
11301,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
752,functional,functional needs repair,functional,non functional,functional,functional,functional,functional,functional,functional,non functional,functional
13566,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
42897,functional,non functional,non functional,functional,non functional,non functional,functional,functional,non functional,non functional,non functional,non functional
8009,functional,functional,functional,functional,functional,functional,functional,non functional,functional,functional,functional needs repair,functional
23807,non functional,non functional,functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional
43824,functional needs repair,non functional,non functional,functional,non functional,non functional,non functional,functional needs repair,functional,non functional,functional needs repair,non functional
46427,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
48957,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
43721,functional,functional,functional,functional,functional,non functional,non functional,non functional,functional,non functional,functional,functional
18464,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,non functional,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair
37729,functional needs repair,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
61771,functional needs repair,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
42365,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,functional
31266,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
6783,functional,non functional,non functional,non functional,non functional,functional,non functional,functional,non functional,non functional,functional needs repair,non functional
23027,functional,functional,functional,non functional,functional,functional,functional,non functional,functional,functional,functional needs repair,functional
19100,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
19602,functional,functional,non functional,functional,non functional,functional,functional,functional,functional,functional,functional,non functional
66388,functional,functional,functional,non functional,functional,functional,functional,functional,functional,functional,functional,functional
69871,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
56280,functional needs repair,functional needs repair,non functional,functional,non functional,non functional,functional,functional needs repair,functional,non functional,functional,non functional
47963,non functional,functional,functional,functional,functional,functional,functional,functional,functional,functional,non functional,functional
46737,functional,functional,functional,non functional,functional,non functional,non functional,non functional,non functional,functional,non functional,functional
48582,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
