id,Ibra,Rattle Tree,Forrest,kNN,Gini Classification Tree,Random Forest Classification,Random Forest Classification,kNN,Classification Tree
16471,functional,functional,functional,functional,functional,functional,functional,functional,functional
67952,functional,functional,functional,functional,functional,functional,functional,functional,functional
32739,non functional,non functional,functional,functional,functional,non functional,functional,functional,non functional
51282,functional,functional,functional,functional,functional,functional,functional,functional,functional
59070,functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional
34332,functional,functional,non functional,functional,functional,functional,functional,functional,functional
27178,functional,functional,non functional,functional,functional,non functional,functional needs repair,functional,functional needs repair
56188,non functional,non functional,non functional,non functional,non functional,non functional,functional,functional,non functional
43116,functional,non functional,non functional,non functional,functional needs repair,non functional,non functional,non functional,non functional
6491,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
73429,functional,functional,functional,functional,functional,functional,functional,functional,functional
13802,functional,functional,functional,non functional,functional,functional,functional,functional,functional
24927,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
23180,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
9877,functional,functional,functional,functional,functional,functional,functional,functional,functional
23343,functional,functional,functional,functional,non functional,functional,functional,functional,non functional
11737,non functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional
6687,non functional,functional,non functional,functional,functional,non functional,functional,functional,non functional
42794,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
62820,functional,functional,non functional,functional,functional,functional,functional,functional,functional
65206,functional,functional,functional,functional,functional,functional,non functional,functional,functional
57544,functional,functional,functional,functional,functional,functional,functional,functional,functional
12716,functional,functional,functional,functional,functional,functional,functional,functional,non functional
67416,functional,functional needs repair,functional needs repair,functional,functional needs repair,functional,functional,functional,functional
25263,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
11286,functional,functional,functional,functional,functional,functional,functional,non functional,functional
19787,functional,functional,functional,non functional,functional needs repair,functional needs repair,non functional,non functional,non functional
3917,functional,functional,functional needs repair,functional,functional,functional,functional,functional,functional
57951,functional,functional,functional,functional,functional,functional needs repair,functional needs repair,functional,functional needs repair
39343,non functional,non functional,non functional,functional,functional,non functional,non functional,functional,non functional
64563,functional,functional,non functional,functional,functional,functional,non functional,functional,functional
58651,functional,functional,functional,non functional,functional,functional,functional,functional,functional
44351,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
39349,functional,functional,functional,functional,functional,functional,functional,functional,non functional
39074,functional,functional,non functional,functional,functional,functional,functional,functional,non functional
49521,functional,functional,functional,functional,functional,functional,functional,functional,non functional
16587,functional,functional,non functional,non functional,functional,functional,non functional,functional,functional
25949,non functional,functional needs repair,non functional,functional,functional,non functional,non functional,functional,non functional
39372,functional,functional,functional,non functional,functional,functional,functional,functional,functional
19089,non functional,functional,functional,functional,functional,functional,functional,functional,functional
67665,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
57982,functional,functional,functional,non functional,functional,functional,functional,functional,functional
24130,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional needs repair,non functional
32158,functional,non functional,non functional,functional,non functional,non functional,non functional,functional,functional
65631,non functional,functional,functional,non functional,functional,functional,functional,non functional,functional
48335,functional,functional,functional,functional,functional,functional,functional,functional,functional
13837,functional,functional,functional,functional,non functional,functional,functional,functional,functional
71873,functional,functional,functional,non functional,functional,functional,functional,functional,non functional
24730,functional,functional,functional,functional,functional,functional,functional,functional,functional
9820,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
50039,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
35310,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
27305,functional,functional,functional,functional,functional,non functional,non functional,functional,functional
884,functional,functional,functional,functional,non functional,functional,functional,functional,functional
52751,functional needs repair,non functional,functional needs repair,functional,functional,functional,functional,functional,functional
24975,functional,functional,non functional,functional,functional,functional,functional,functional needs repair,functional
63414,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
45031,functional,functional,functional,functional,functional,functional,functional,functional,functional
25010,functional,functional,non functional,functional,functional,functional,functional,functional,functional
7967,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional needs repair,non functional
73755,functional,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional
9827,functional,functional,functional,functional,functional,functional,functional,functional,functional
23492,functional,functional,functional,functional,functional,functional,functional,functional,functional
6998,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
24759,functional,functional,non functional,functional,functional,functional,non functional,functional,functional
9748,functional,functional,functional,functional,functional,functional,functional,functional,functional
18655,functional,functional,functional,functional,functional,functional,functional,functional,functional
5109,non functional,functional,functional,non functional,functional,non functional,non functional,functional,non functional
7825,functional,functional,functional needs repair,functional,functional needs repair,functional,functional,functional,functional
39552,functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional
53765,functional,functional,functional,functional,functional,functional,functional,functional,functional
16337,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
11358,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
9216,non functional,functional,functional,non functional,functional,functional,functional,functional needs repair,functional
43778,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
16902,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
17929,non functional,non functional,non functional,functional,non functional,functional,non functional,functional,non functional
36249,functional,functional,functional,functional,functional,functional,functional,functional,functional
23309,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
74248,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional
19439,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
25898,non functional,functional,non functional,functional,non functional,non functional,functional,functional,non functional
24986,non functional,functional,non functional,functional,functional,functional,functional,functional,non functional
57336,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
4832,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
38655,functional,functional,functional,non functional,functional needs repair,functional,functional,functional,non functional
58378,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
66260,functional,functional,functional,functional,functional,functional,functional,functional,functional
67172,functional,non functional,functional,functional,functional,functional,functional,functional needs repair,non functional
19001,functional,functional,functional,functional,functional,functional,functional,functional,functional
54332,functional,functional,non functional,functional,functional,functional,functional,functional,functional
4193,functional,functional,functional,functional,functional,functional,functional,functional,functional
57425,non functional,non functional,non functional,functional,functional,functional needs repair,non functional,non functional,functional
63728,functional,functional,functional,functional,functional,functional,functional,non functional,functional
39524,functional,functional,functional,non functional,functional,functional,functional,functional,functional
23751,functional,non functional,functional,functional,functional needs repair,functional,non functional,functional,non functional
58527,functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
43882,functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
52184,functional,functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
40382,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
54510,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
4342,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
273,functional,functional,functional,functional,non functional,functional,functional,functional,functional
52945,functional,functional,functional,functional,functional,functional,non functional,non functional,functional
67138,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
23133,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
59363,functional,functional needs repair,functional needs repair,functional,functional,functional,functional,functional,functional
55495,functional,functional,functional,non functional,non functional,functional,functional,functional,functional
15034,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
10924,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
29706,functional,non functional,non functional,functional,functional,functional,functional,functional,functional
9312,functional,functional,functional,functional,functional,functional,functional needs repair,functional,non functional
6069,functional,non functional,non functional,functional,functional,functional,functional,functional,functional
26188,functional needs repair,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair,functional needs repair,functional,functional needs repair
40878,functional,non functional,non functional,functional,functional needs repair,non functional,functional,functional,functional
13063,non functional,functional,functional,functional,non functional,non functional,non functional,functional,non functional
45773,functional,functional needs repair,functional needs repair,non functional,functional,functional,functional,functional,functional
15947,functional,functional,functional,functional,non functional,functional,functional,functional,functional
35612,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
23649,functional,functional,functional,non functional,functional,functional,non functional,functional,functional
19240,functional,functional,functional,functional,functional,functional,functional,functional,functional
44496,functional,functional,functional,functional,functional,functional,functional,functional,functional
5712,functional,functional,functional,non functional,functional,functional,functional,functional,functional
50983,functional,non functional,non functional,functional,functional needs repair,non functional,functional,functional,non functional
61769,functional,functional,functional,functional,functional,functional,functional,functional,non functional
41303,functional,non functional,non functional,functional,functional,functional,non functional,functional,non functional
46055,functional needs repair,functional needs repair,functional needs repair,functional,functional,functional needs repair,functional,functional,functional
58101,functional,functional,functional,functional,functional,functional,functional,non functional,functional
67166,functional,functional,functional,functional,functional,functional,functional,functional,functional
66185,non functional,functional,functional,functional,functional,functional,functional,functional,functional
69637,functional,functional,non functional,functional,functional,non functional,functional,functional,functional
40731,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,non functional
9018,non functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
23947,functional,functional,functional,non functional,functional,functional,functional,functional,functional
43533,functional,non functional,non functional,non functional,non functional,functional,functional,functional,functional
65063,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
19559,functional,functional,functional,non functional,functional,functional,functional,functional,functional
997,non functional,non functional,non functional,functional,functional,non functional,non functional,functional,non functional
43558,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
53925,functional,functional,non functional,non functional,non functional,functional,functional,non functional,functional
54559,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
67967,functional,functional,functional,functional,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair
24383,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
54706,non functional,functional,functional needs repair,functional,functional,functional,functional,functional,functional
56522,functional,functional,functional,functional,non functional,functional,functional,functional,functional
65880,functional,functional,non functional,functional,functional,functional,functional,functional,functional
29592,non functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
11836,functional,functional,functional,functional,functional,functional,non functional,functional,functional
71346,functional,functional,functional,functional,functional,functional,functional,functional,functional
61770,non functional,non functional,functional,functional,non functional,non functional,non functional,functional,non functional
26205,functional,functional,functional,functional,functional,functional,functional,functional,functional
64339,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
25328,functional,functional,functional,functional,functional,functional,functional,functional,functional
29322,non functional,functional,functional,functional,functional,functional,functional,functional,functional
38187,functional,functional,functional,functional,functional,functional,functional,functional,functional
57299,functional,functional,functional,functional,functional,functional,functional,functional,functional
55048,functional,functional,functional,functional,functional,functional,functional,functional,non functional
22775,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
16734,functional,functional,functional,non functional,non functional,functional needs repair,functional,functional,non functional
73924,functional,functional,functional needs repair,functional,functional needs repair,functional,functional,functional,functional needs repair
13576,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
10272,functional,functional,functional,functional,functional,functional,functional,functional needs repair,functional
67331,functional,non functional,non functional,non functional,functional needs repair,non functional,functional,non functional,non functional
31359,non functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional
58373,non functional,non functional,functional,functional,functional needs repair,non functional,non functional,functional,functional
10034,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,non functional
71848,functional,functional,functional,non functional,functional,functional,functional,functional,functional
23826,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair
32744,functional,functional,functional,functional,functional,functional,functional,functional,non functional
840,functional,functional,functional,functional,functional,functional,functional,functional,functional
61653,functional,functional,non functional,functional,functional,functional,functional,functional,functional
58492,functional,functional,functional,functional,functional,functional,functional,functional,functional
55836,functional,functional,functional,functional,functional,functional,functional,functional,functional
67474,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,functional
33989,functional,functional,functional,non functional,non functional,functional,functional,functional,functional
73951,functional,functional,functional,non functional,functional,functional,functional,non functional,functional needs repair
3404,functional,functional,non functional,functional,non functional,functional,functional,functional,functional
59875,functional,functional,functional,functional,non functional,functional,functional,functional,functional
67346,functional,functional,functional,non functional,functional,non functional,non functional,non functional,functional
23936,functional,functional,functional,functional,functional,functional,non functional,functional,functional needs repair
57758,non functional,non functional,functional,functional,functional,functional,functional,functional,non functional
12935,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,non functional
251,non functional,non functional,non functional,functional,non functional,non functional,functional needs repair,functional,non functional
21886,functional,functional,functional needs repair,non functional,functional needs repair,functional,functional,non functional,functional
28989,non functional,functional,functional,functional,functional,functional,functional,functional,functional
70127,non functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional
53062,non functional,non functional,functional,functional,functional needs repair,non functional,functional,functional,functional
30891,functional,functional,functional,non functional,functional,functional,non functional,functional,functional
41918,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,functional
29538,functional,functional,non functional,functional,functional,non functional,functional,functional needs repair,non functional
18328,functional,functional,functional,non functional,functional,functional,functional,functional,functional
14412,functional,functional,functional,non functional,non functional,functional,functional,functional,functional
11893,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
72023,functional,functional,non functional,non functional,functional,functional,functional,functional,non functional
66343,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,functional
45382,functional,functional,functional,non functional,non functional,functional,non functional,non functional,functional
23285,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
57381,non functional,functional,functional,functional,functional,functional,functional,functional,functional
8369,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
66506,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,non functional
23899,functional,functional,functional,functional,functional,functional,functional,functional,functional
27444,functional,functional,non functional,functional,functional,functional,functional,functional,functional
30988,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
61062,functional,functional,functional,functional,functional,functional,functional,functional,functional
50980,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
31529,functional,functional,functional,functional,functional,functional,functional,non functional,functional
44539,functional,functional,functional,functional,functional,functional,functional,functional,functional
47819,non functional,functional,non functional,non functional,non functional,non functional,functional,functional needs repair,non functional
34276,non functional,non functional,non functional,functional,functional needs repair,non functional,functional needs repair,functional,functional needs repair
31288,functional,functional,functional,non functional,functional,functional,functional,functional,functional
51303,functional,functional,non functional,functional,functional,non functional,non functional,functional,functional
73437,functional,functional,non functional,non functional,functional,functional,functional,functional needs repair,functional
26960,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
68632,non functional,functional,non functional,functional,functional,non functional,non functional,non functional,non functional
66792,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
39714,functional,functional,non functional,functional,functional,functional,functional,non functional,non functional
52431,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
72339,functional,functional,functional,non functional,functional,functional,functional,functional,functional
46060,functional,functional,functional,functional,functional,functional,functional,functional,functional
20038,functional,functional,functional,functional,functional,functional,functional,functional,functional
4705,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
67912,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
11300,functional,functional,functional,functional,functional,functional,non functional,functional,functional
72175,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
42554,functional,functional,functional,functional,functional,functional,functional,functional,functional
58123,non functional,non functional,non functional,functional,functional,non functional,functional,functional,non functional
26228,functional,functional,functional needs repair,functional,functional,non functional,non functional,functional,functional needs repair
143,functional needs repair,non functional,non functional,functional,functional,functional needs repair,non functional,functional,non functional
63371,functional,functional,functional,non functional,non functional,functional,non functional,functional,non functional
64300,functional,functional,functional,functional,functional,functional,functional,functional,functional
31506,functional,functional,functional,functional,functional,functional,non functional,functional,functional
54092,functional,functional,functional,functional,functional,functional,functional,functional,functional
18340,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair
24853,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
40667,functional,functional,functional,functional,functional,non functional,functional,functional,functional
60777,functional,functional,functional,functional,non functional,non functional,non functional,functional,non functional
51544,functional,functional,non functional,functional,functional,functional,functional,functional,functional
23956,functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
51949,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
15018,functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
23297,functional,functional,functional,non functional,functional,functional,functional,functional,functional
25254,functional,non functional,non functional,functional,non functional,non functional,functional needs repair,functional,non functional
17197,functional,functional,non functional,functional,functional,functional,functional,functional,functional
34104,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
48087,non functional,functional,functional,non functional,functional needs repair,functional,functional,functional,functional needs repair
58320,functional,functional,functional,functional,functional,functional,functional,functional,functional
73267,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional needs repair,non functional
7178,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
4655,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
57125,functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
41727,functional,functional needs repair,functional needs repair,functional,functional,functional,functional,functional,functional
43747,functional,functional,functional,functional,functional,non functional,functional,functional,non functional
29590,functional,functional,functional,functional,functional,functional,functional,functional,functional
51445,functional,functional,functional,functional,functional,functional,functional,functional,functional
24095,functional,functional,functional,functional,non functional,non functional,non functional,functional,functional
13053,functional,functional,functional,non functional,functional,functional,functional,functional,functional
19393,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
11014,functional,functional,functional,functional,functional,functional,functional,functional,functional
60530,functional,functional,functional,functional,functional,functional,functional,functional,functional
16742,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional
868,functional,functional,functional needs repair,functional,functional,functional needs repair,functional,functional,non functional
37318,functional,functional,functional,functional,functional,functional,functional,functional,functional
58406,non functional,functional,functional,functional,functional,functional,functional,functional,functional
9653,functional,functional,non functional,functional,non functional,functional,functional,functional,non functional
45969,functional,functional,functional,functional,functional,functional,non functional,non functional,functional
55394,functional,functional,functional,non functional,functional,functional,functional,functional,functional
55438,functional,functional,functional,functional,functional,functional,functional,functional,functional
27577,functional,non functional,non functional,functional,non functional,functional,functional,functional,non functional
66448,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
5358,functional,non functional,functional,non functional,functional,functional,functional,functional,non functional
4917,non functional,functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
38435,functional,functional,non functional,functional,functional,functional,functional,functional,non functional
44847,functional,functional,functional,non functional,functional,functional,non functional,non functional,functional
20072,functional,functional,functional,non functional,functional,functional,functional,non functional,non functional
63901,functional,non functional,functional needs repair,functional,non functional,non functional,non functional,functional,functional
68694,non functional,functional needs repair,functional needs repair,functional,functional needs repair,non functional,non functional,functional,functional needs repair
68379,functional,functional,functional,functional,functional,functional,functional,functional,functional
65892,functional,functional,functional,non functional,non functional,functional,non functional,non functional,functional
51758,functional,functional,functional,functional,functional,functional,functional,functional,functional
10710,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
6181,functional,functional,functional,functional,functional,functional,functional,functional,functional
32635,functional,non functional,non functional,non functional,functional needs repair,functional,non functional,non functional,non functional
62802,functional,functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
59997,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
54943,functional,functional,functional,functional,functional,functional,functional,non functional,functional
3341,functional,functional,functional,functional,functional,functional,functional,functional,functional
56195,non functional,non functional,non functional,functional,functional,functional,functional,non functional,functional
39420,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
49133,functional,functional,functional,functional,non functional,functional needs repair,functional needs repair,functional,non functional
8246,functional,functional,functional,functional,functional,functional,functional,functional,functional
29691,functional,non functional,functional,functional,non functional,non functional,non functional,non functional,non functional
26966,functional,functional,functional,non functional,non functional,functional,functional,functional,functional
50023,functional needs repair,functional,functional needs repair,functional,functional needs repair,functional,functional needs repair,functional,functional
54945,functional,functional,functional,non functional,non functional,functional,functional,non functional,functional
39311,non functional,non functional,functional needs repair,functional,non functional,non functional,non functional,functional,non functional
33712,functional,functional,non functional,non functional,functional,functional,functional,functional,functional
47595,non functional,functional,non functional,functional,functional,non functional,non functional,functional,non functional
33796,functional,functional needs repair,functional needs repair,functional,functional,functional,non functional,functional,functional
29442,functional,functional,non functional,functional,functional,functional,functional,functional,functional
64886,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
28219,functional,functional,functional,functional,non functional,functional,functional,functional,functional
428,functional,non functional,functional,non functional,functional,non functional,non functional,non functional,functional needs repair
3389,functional,non functional,non functional,functional,functional,functional,functional,functional,functional
12704,functional,functional,functional,non functional,functional,functional,functional,functional,functional
31516,functional,functional,functional,functional,functional,functional,functional,functional,functional
61603,non functional,functional,non functional,functional,non functional,non functional,functional,functional,non functional
16106,functional,functional,functional,non functional,functional,functional,functional,functional,functional
30129,functional,functional,functional,non functional,functional,functional,functional,functional,functional
73629,functional,functional,functional,functional,functional,functional,non functional,functional,functional
41192,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
61884,non functional,non functional,functional needs repair,functional,non functional,non functional,non functional,functional,functional needs repair
59911,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional,non functional
11365,non functional,non functional,non functional,functional,non functional,non functional,functional,non functional,non functional
10842,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
66410,functional,functional,functional,functional,functional,functional needs repair,functional,functional,functional
5794,functional,non functional,non functional,functional,functional,functional,functional,non functional,functional
7030,functional,functional,functional,non functional,functional,functional,functional,functional needs repair,functional
61156,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
2899,functional,functional,functional,functional,functional,functional,non functional,functional,functional
50427,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
37335,non functional,functional,non functional,non functional,functional,functional,functional,functional,functional
58849,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
6709,functional,functional,functional,non functional,functional,functional,functional,functional,functional
73342,functional,functional,functional,non functional,functional,functional,non functional,functional,functional
22016,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
41104,non functional,non functional,functional,functional,non functional,non functional,functional,functional needs repair,non functional
58528,functional,non functional,functional,non functional,non functional,functional,functional,non functional,non functional
3382,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
58786,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
37823,non functional,non functional,non functional,functional,non functional,non functional,non functional,non functional,non functional
28489,functional needs repair,non functional,functional needs repair,functional,functional needs repair,functional needs repair,functional needs repair,functional,functional needs repair
10083,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
29265,non functional,functional,non functional,functional,non functional,non functional,non functional,functional,functional
34180,functional,functional,functional,functional,functional needs repair,functional,functional,functional,functional needs repair
3981,functional,functional,functional,non functional,functional,functional,functional,non functional,functional
72834,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
69471,functional,functional needs repair,functional,functional,functional,functional,functional,non functional,functional
25509,functional,functional,non functional,non functional,functional,functional,non functional,functional,functional
70377,functional,functional,functional,functional,functional,functional,functional,non functional,non functional
12042,non functional,non functional,non functional,functional,functional,non functional,non functional,functional needs repair,non functional
17640,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
39478,functional,functional,functional,functional,functional,functional,functional,functional,functional
30666,functional,functional,functional,functional,functional,functional,non functional,functional,functional
1334,functional,functional,functional,functional,functional,functional,functional,functional,functional needs repair
41309,functional,functional,functional,functional,functional,functional,functional,functional,functional
61662,functional,functional,functional,functional,functional,functional,functional,functional,functional
73538,functional,functional,functional,functional,functional,functional,functional,functional,functional
56179,functional,functional,functional,functional,functional,functional,functional,functional,functional
49459,functional,functional,functional,functional,functional,functional,functional,functional,non functional
40400,functional,functional,functional,functional,functional,functional,functional,non functional,functional
71321,functional,functional,functional,non functional,functional,non functional,functional,non functional,non functional
1933,functional,functional,functional,functional,functional,functional,functional,functional,functional
11588,functional,functional,functional,non functional,functional,functional,functional,functional,non functional
7723,non functional,non functional,non functional,functional,non functional,non functional,functional,non functional,non functional
34645,non functional,functional,non functional,functional,functional,functional,functional,non functional,functional
66421,functional,functional,functional,functional,functional,functional,non functional,functional,functional
32241,functional,functional,functional,functional,functional,functional,functional,functional,functional
35629,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,functional
29833,functional,functional,functional,functional,functional,functional,functional,functional,functional
36133,non functional,non functional,non functional,functional,non functional,non functional,functional,functional,non functional
68419,functional,functional,non functional,functional,functional,functional,non functional,functional,non functional
62493,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
33182,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional,non functional
41748,non functional,non functional,non functional,non functional,non functional,non functional,non functional,functional,non functional
43826,non functional,non functional,non functional,functional,functional needs repair,non functional,functional,functional,non functional
28717,non functional,non functional,non functional,functional,non functional,non functional,non functional,functional,non functional
